1p. Locale broad type (name),1q. Census Region,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration
Suburban,Northeast,18.0,6312.0,11.0,64782.0,0.225,7.111329595,59.21849272
Rural,West,8.0,212.0,3.0,58425.0,0.179,6.103600676,52.50065147
Town,West,3.0,1121.0,4.0,114583.0,0.064,6.09815534,53.90939383
Rural,Midwest,9.0,399.0,2.0,55673.0,0.06,8.778349329,60.83698487
Rural,Midwest,13.0,524.0,3.0,58071.0,0.129,8.177659611,55.07355436
Town,Midwest,37.0,1194.0,4.0,59421.0,0.179,8.691838739,59.90277695
Rural,Northeast,11.0,352.0,1.0,61198.0,0.106,6.009224935,53.18742797
Rural,Midwest,8.0,461.0,2.0,67396.0,0.075,8.642885134,61.39024209
Rural,West,3.0,13.0,1.0,60000.0,0.024,2.900952575,56.3659
Town,West,12.0,1423.0,3.0,52075.0,0.162,9.737697092,57.85869683
Rural,South,130.0,6737.0,16.0,54737.0,0.127,6.808325051,58.77852195
Rural,Northeast,11.0,177.0,1.0,96193.0,0.054000000000000006,6.196251781,51.38334
Town,Midwest,3.0,664.0,3.0,68259.0,0.08800000000000001,6.896699431,59.09979093
Urban,West,36.0,4765.0,13.0,62431.0,0.146,7.696706146,53.2167957
Town,West,43.0,3673.0,6.0,54129.0,0.18600000000000003,5.693673541,57.93871978
Rural,Midwest,8.0,443.0,2.0,71319.0,0.048,7.708290539,54.88804852
Rural,Midwest,9.0,621.0,2.0,59161.0,0.129,5.479012986,52.66194329
Rural,Midwest,7.0,250.0,2.0,52188.0,0.198,7.883014849,60.294916
Town,Midwest,2.0,894.0,2.0,54003.0,0.11699999999999999,4.655209558,54.04752606
Rural,West,29.0,1076.0,3.0,46211.0,0.10800000000000001,4.187950088,62.32847329
Suburban,Midwest,12.0,625.0,1.0,90047.0,0.067,8.692235363,60.54061264
Suburban,Midwest,31.0,5198.0,11.0,75350.0,0.057999999999999996,8.490012995,62.29368766
Rural,West,8.0,701.0,6.0,62588.0,0.107,5.715053634,43.36591195
Rural,South,62.0,3630.0,5.0,36687.0,0.242,9.378239226,60.14372271
Rural,West,4.0,214.0,1.0,63659.0,0.141,11.6593229,71.51045084
Rural,Midwest,2.0,193.0,1.0,61172.0,0.10300000000000001,5.650830163,53.40987268
Town,South,47.0,6096.0,8.0,47759.0,0.142,8.697012871,60.38883013
Town,South,28.0,4166.0,4.0,82692.0,0.098,9.757738963,61.57095372
Rural,South,100.0,9748.0,11.0,106932.0,0.065,9.616884867,66.41151878
Town,South,22.0,2125.0,4.0,41864.0,0.251,9.392033857,61.27035135
Rural,South,68.0,6114.0,13.0,64657.0,0.126,8.875651938,62.66805181
Urban,West,49.0,10973.0,19.0,53155.0,0.239,9.012420717,70.62699954
Town,Midwest,36.0,2317.0,5.0,54425.0,0.165,8.093080796,55.51089122
Rural,Northeast,2.0,72.0,1.0,51900.0,0.121,4.011093096,51.25074
Rural,South,55.0,3149.0,6.0,47495.0,0.184,7.6677323,57.64283223
Urban,South,69.0,9732.0,13.0,59088.0,0.163,10.7760449,54.08000321
Town,Midwest,8.0,452.0,2.0,50743.0,0.127,5.531968576,52.99618559
Town,Northeast,21.0,1327.0,3.0,52012.0,0.151,6.05384979,51.05601059
Rural,Midwest,11.0,431.0,2.0,63667.0,0.09,6.832171628,56.039124
Urban,West,30.0,10318.0,19.0,182645.0,0.06,7.068654543,56.4421055
Rural,South,31.0,1573.0,4.0,53133.0,0.11900000000000001,8.723541115,60.60977993
Rural,Midwest,26.0,1037.0,4.0,66642.0,0.10300000000000001,7.761406532,56.08858518
Rural,West,36.0,1692.0,7.0,68733.0,0.14800000000000002,5.227066633,46.71098775
Suburban,Midwest,53.0,1655.0,2.0,75536.0,0.094,8.637475797,61.05951912
Rural,Northeast,101.0,3860.0,5.0,79435.0,0.07,6.806060309,57.36312208
Suburban,Midwest,31.0,2845.0,4.0,91495.0,0.04,10.21671471,65.92297991
Town,Midwest,22.0,2120.0,4.0,54219.0,0.172,9.194118436,61.91696223
Rural,Midwest,7.0,1260.0,5.0,55083.0,0.154,6.342001071,59.42832372
Urban,South,148.0,10610.0,12.0,50930.0,0.171,8.515998533,57.40491558
Rural,Midwest,27.0,1156.0,2.0,71629.0,0.064,4.918354733,52.54980762
Rural,Midwest,14.0,1151.0,5.0,62617.0,0.095,6.485184918,54.89261083
Town,South,131.0,4620.0,11.0,45962.0,0.151,7.629734744,57.88457981
Rural,Midwest,12.0,756.0,3.0,45824.0,0.177,7.123966104,55.04081414
Rural,West,8.0,356.0,4.0,50417.0,0.13699999999999998,7.981656251,51.53274802
Rural,South,19.0,1659.0,4.0,70288.0,0.053,9.701053717,55.72147131
Rural,South,32.0,1132.0,4.0,43566.0,0.17800000000000002,9.155584583,60.26052704
Suburban,West,11.0,3231.0,7.0,79604.0,0.09699999999999999,5.065826266,54.14131372
Suburban,Northeast,25.0,1466.0,4.0,68054.0,0.12300000000000001,6.980928904,67.51086788
Town,Midwest,10.0,499.0,2.0,73913.0,0.055999999999999994,8.537978097,58.53261617
Rural,South,16.0,761.0,3.0,65523.0,0.163,9.054460216,61.21233221
Rural,West,1.0,17.0,1.0,40313.0,0.233,4.801696488,55.42721913
Rural,Midwest,9.0,426.0,4.0,61205.0,0.054000000000000006,5.993568478,61.79865894
Rural,South,86.0,3014.0,7.0,44805.0,0.172,7.449511696,57.04372816
Town,Midwest,14.0,884.0,4.0,42478.0,0.247,8.604692338,58.72882676
Suburban,Midwest,49.0,5429.0,11.0,85293.0,0.065,9.12666099,63.46436385
Town,Midwest,34.0,2230.0,5.0,52935.0,0.163,7.245170685,61.98688028
Suburban,Northeast,13.0,6836.0,10.0,122583.0,0.061,8.070152861,71.67048234
Rural,Midwest,14.0,472.0,2.0,68594.0,0.111,8.087476494,57.59586726
Rural,South,385.0,24201.0,34.0,98973.0,0.071,7.646046683,56.7855829
Urban,West,6.0,765.0,3.0,88135.0,0.028999999999999998,5.163733491,60.01842891
Town,Midwest,16.0,1586.0,3.0,57219.0,0.172,8.054179866,55.76210415
Urban,Midwest,145.0,16086.0,19.0,49639.0,0.153,10.20595339,62.04181233
Rural,South,11.0,506.0,2.0,50559.0,0.193,8.371977858,56.56736664
Rural,Midwest,7.0,135.0,2.0,68333.0,0.054000000000000006,5.412414002,57.9108764
Rural,South,35.0,2027.0,6.0,47414.0,0.23,7.76052942,60.23320801
Town,Northeast,6.0,1430.0,3.0,81204.0,0.12,7.535618904,65.79373
Rural,Midwest,12.0,609.0,2.0,52315.0,0.16399999999999998,6.882029923,56.37344498
Rural,South,42.0,2053.0,8.0,33699.0,0.28300000000000003,7.699712588,57.15885754
Town,West,9.0,1522.0,6.0,39867.0,0.23399999999999999,7.365546994,61.19427597
Rural,Midwest,15.0,1156.0,3.0,60350.0,0.08800000000000001,8.183213214,56.60197873
Rural,Midwest,16.0,710.0,3.0,73472.0,0.066,6.806238814,58.31336214
Rural,South,25.0,893.0,5.0,37225.0,0.175,5.900120075,56.05307434
Town,South,26.0,1777.0,4.0,40758.0,0.25,8.374359591,58.04027925
Rural,Midwest,27.0,1946.0,6.0,87627.0,0.05,7.17077925,59.08233011
Suburban,Midwest,82.0,11370.0,16.0,100354.0,0.051,9.527857651,59.16460543
Rural,West,3.0,81.0,1.0,57083.0,0.124,7.291712595,51.09267306
Rural,West,3.0,310.0,1.0,80000.0,0.10099999999999999,8.240613672,64.31039129
Rural,Midwest,5.0,394.0,2.0,74500.0,0.067,9.082051388,60.25966734
Rural,Midwest,1.0,894.0,3.0,69914.0,0.055999999999999994,5.820994548,58.84905903
Rural,West,5.0,145.0,3.0,44500.0,0.165,4.329010493,54.78093
Town,Midwest,22.0,1280.0,3.0,70846.0,0.095,9.249953956,62.6458947
Rural,South,9.0,553.0,1.0,44196.0,0.095,8.72701656,60.07260092
Rural,Midwest,3.0,176.0,2.0,54107.0,0.11,7.84899255,56.67259818
Rural,Northeast,24.0,1057.0,3.0,60799.0,0.10400000000000001,6.419959285,54.76811891
Rural,Midwest,32.0,1228.0,2.0,54258.0,0.151,8.321886071,60.39995542
Rural,Midwest,12.0,447.0,2.0,58661.0,0.21,4.974225965,54.00273829
Town,West,14.0,1361.0,4.0,75436.0,0.039,7.944048653,63.69161546
Rural,Midwest,20.0,1038.0,3.0,68876.0,0.057,7.58037414,57.78173364
Rural,Northeast,3.0,179.0,1.0,62540.0,0.11900000000000001,4.037102603,56.20542
Rural,South,8.0,479.0,1.0,53833.0,0.22899999999999998,8.048452055,57.98444
Suburban,South,22.0,2055.0,4.0,112026.0,0.044000000000000004,6.879074432,59.67608123
Suburban,Northeast,9.0,2194.0,3.0,92995.0,0.044000000000000004,7.889070604,63.82627802
Rural,South,72.0,3619.0,5.0,49636.0,0.19,9.045305816,61.94640155
Town,Midwest,31.0,1273.0,2.0,47237.0,0.187,8.385218629,58.83918999
Rural,Midwest,21.0,1371.0,5.0,69701.0,0.094,8.600109912,62.00462494
Suburban,West,39.0,9061.0,16.0,67830.0,0.152,5.143719709,46.6897524
Rural,South,8.0,353.0,1.0,36310.0,0.28600000000000003,5.98069863,63.55663
Rural,Midwest,24.0,1340.0,3.0,49375.0,0.207,8.089525793,56.5750696
Rural,West,12.0,842.0,4.0,48500.0,0.204,3.084461756,56.91655288
Rural,Midwest,8.0,341.0,2.0,73482.0,0.07200000000000001,7.085111815,58.56335412
Urban,West,2.0,1648.0,5.0,121681.0,0.055,6.948775074,66.22069482
Urban,West,17.0,5189.0,9.0,89333.0,0.098,6.674360253,60.55965668
Suburban,Midwest,186.0,17997.0,22.0,100669.0,0.046,8.483260158,63.86275858
Suburban,Midwest,13.0,1496.0,4.0,62617.0,0.095,9.97926188,63.64507917
Rural,Midwest,42.0,3863.0,6.0,87210.0,0.039,9.35191404,63.14305368
Suburban,West,41.0,22359.0,22.0,77621.0,0.092,11.46096408,64.60858223
Rural,Midwest,19.0,1249.0,3.0,64666.0,0.068,9.421856971,59.30922058
Rural,Midwest,16.0,752.0,4.0,65222.0,0.048,7.581811609,56.96989811
Rural,Midwest,4.0,100.0,2.0,58348.0,0.018000000000000002,6.331169743,56.89923075
Urban,West,55.0,4002.0,3.0,55182.0,0.16399999999999998,6.442035753,63.79978966
Suburban,West,22.0,4634.0,8.0,122800.0,0.04,6.152857794,50.50895994
Suburban,South,122.0,18850.0,21.0,107113.0,0.055999999999999994,9.170988241,66.43241623
Town,Midwest,22.0,1305.0,4.0,43153.0,0.171,7.645974987,56.13135695
Rural,South,60.0,3663.0,11.0,50618.0,0.156,8.200412934,60.00357277
Suburban,South,78.0,8626.0,13.0,51641.0,0.171,8.413826604,62.66576803
Rural,Midwest,7.0,295.0,3.0,51518.0,0.159,7.193217667,56.39304813
Town,Midwest,28.0,4223.0,9.0,40465.0,0.23199999999999998,8.871470846,58.37852231
Rural,Midwest,6.0,164.0,2.0,65781.0,0.049,6.467125448,60.93044689
Suburban,Northeast,7.0,5438.0,7.0,76647.0,0.102,8.791653613,63.14581285
Rural,South,8.0,207.0,2.0,50625.0,0.109,8.732980548,61.86127
Town,Midwest,4.0,279.0,1.0,76000.0,0.07400000000000001,8.85962779,60.35447666
Town,Midwest,28.0,3444.0,6.0,49213.0,0.18100000000000002,8.958321477,59.24882901
Suburban,Midwest,13.0,683.0,1.0,80508.0,0.059000000000000004,8.211929591,60.56836226
Rural,Northeast,16.0,500.0,2.0,46837.0,0.124,4.12552275,48.6533559
Rural,Midwest,11.0,222.0,2.0,44643.0,0.18600000000000003,7.075353111,55.19852337
Suburban,South,130.0,18384.0,22.0,116260.0,0.042,9.011269698,63.23055506
Town,South,21.0,4383.0,8.0,43832.0,0.19699999999999998,8.290324275,61.1761105
Rural,Northeast,1.0,44.0,1.0,38365.0,0.242,4.764812795,48.39648
Suburban,South,344.0,53712.0,52.0,88012.0,0.10300000000000001,10.26138791,68.86755049
Town,South,35.0,1643.0,4.0,55399.0,0.11699999999999999,8.741078097,61.94389057
Town,Midwest,16.0,960.0,4.0,46833.0,0.094,5.696980312,56.05184457
Rural,Midwest,29.0,2793.0,5.0,59379.0,0.11,5.694857462,53.60257505
Rural,Midwest,8.0,419.0,2.0,43939.0,0.19899999999999998,6.214656747,57.38504334
Town,South,99.0,7406.0,21.0,55094.0,0.146,7.386296921,57.11433556
Rural,Midwest,6.0,275.0,2.0,82614.0,0.062,3.86030011,57.42217
Suburban,West,27.0,3152.0,7.0,129112.0,0.062,7.439827832,68.72992492
Urban,South,273.0,63365.0,90.0,56786.0,0.129,7.125631838,57.173742
Urban,Northeast,1.0,1877.0,3.0,88414.0,0.08800000000000001,6.912367671,61.25276545
Suburban,Midwest,7.0,748.0,4.0,60296.0,0.11699999999999999,7.909203785,57.92457693
Town,Midwest,37.0,2757.0,6.0,48390.0,0.18600000000000003,7.279445667,58.97455535
Rural,South,12.0,495.0,2.0,74135.0,0.08900000000000001,8.633379568,61.88565211
Rural,West,6.0,528.0,3.0,52500.0,0.26,5.774702458,60.83524838
Rural,Midwest,2.0,457.0,3.0,67083.0,0.036000000000000004,5.626789583,57.01975821
Rural,South,25.0,1254.0,3.0,41083.0,0.17800000000000002,8.442655456,56.81409089
Suburban,Northeast,9.0,1848.0,4.0,128151.0,0.079,7.498675375,67.6334152
Rural,South,57.0,8521.0,11.0,98224.0,0.036000000000000004,8.8202678,62.82818452
Suburban,Midwest,65.0,5788.0,9.0,63582.0,0.122,7.580613714,59.62539371
Suburban,West,36.0,7208.0,15.0,113339.0,0.07400000000000001,6.719606031,52.13203377
Rural,West,10.0,1264.0,4.0,56784.0,0.094,4.710266681,52.42073539
Urban,West,40.0,13467.0,23.0,191958.0,0.042,7.030053414,60.279166
Rural,South,62.0,2642.0,5.0,100517.0,0.042,7.679875114,56.66615548
Urban,South,405.0,72783.0,140.0,56469.0,0.185,9.260560022,66.60932817
Rural,Midwest,22.0,1149.0,2.0,42685.0,0.159,6.052416293,55.5021161
Town,West,5.0,5687.0,11.0,31844.0,0.295,6.309261305,57.82684816
Rural,Midwest,9.0,709.0,7.0,88836.0,0.04,7.932973741,58.06100776
Rural,South,9.0,230.0,1.0,44697.0,0.10099999999999999,4.990589589,59.29763
Suburban,South,72.0,18191.0,20.0,106333.0,0.038,8.989255638,69.3613289
Rural,South,14.0,1083.0,4.0,60346.0,0.152,9.071438946,58.70434063
Suburban,South,1017.0,207561.0,276.0,65784.0,0.139,7.618367409,61.72940582
Rural,Midwest,13.0,1030.0,3.0,61394.0,0.096,7.736093845,62.59469728
Rural,South,9.0,436.0,1.0,72250.0,0.133,8.935881729,60.45908957
Suburban,West,76.0,10174.0,22.0,56161.0,0.18100000000000002,8.064536127,62.41648329
Urban,South,52.0,8152.0,15.0,41013.0,0.278,8.632871469,64.49059193
Rural,West,11.0,512.0,3.0,75125.0,0.067,3.831260537,60.05460541
Rural,Midwest,15.0,606.0,4.0,68523.0,0.105,6.791393542,57.09781857
Rural,Northeast,7.0,222.0,1.0,62455.0,0.099,5.188144,57.56737
Suburban,Northeast,8.0,1862.0,4.0,73045.0,0.146,8.2720872,67.65704198
Suburban,Midwest,9.0,778.0,2.0,77135.0,0.14400000000000002,8.897588461,63.1884303
Suburban,South,41.0,3177.0,6.0,41967.0,0.29600000000000004,6.718817743,65.15568222
Rural,Midwest,15.0,1466.0,4.0,88393.0,0.069,8.144462227,58.01270916
Rural,West,4.0,64.0,2.0,57250.0,0.069,6.182420716,52.54016742
Rural,Midwest,10.0,992.0,4.0,48514.0,0.14300000000000002,8.375256671,62.0585191
Urban,Midwest,18.0,3118.0,8.0,65319.0,0.10400000000000001,10.14298141,63.69678512
Rural,Midwest,1.0,19.0,1.0,56563.0,0.040999999999999995,7.264679178,60.11474
Rural,West,3.0,234.0,2.0,96420.0,0.057999999999999996,4.675238938,55.04153098
Rural,South,4.0,117.0,1.0,73250.0,0.102,6.320486228,60.64948279
Rural,West,7.0,166.0,2.0,91750.0,0.052000000000000005,4.743014651,56.01643449
Rural,South,17.0,882.0,3.0,44097.0,0.14300000000000002,8.81858593,56.97617351
Rural,West,19.0,742.0,4.0,58341.0,0.113,5.147557366,47.78771861
Suburban,Northeast,11.0,1418.0,4.0,99177.0,0.044000000000000004,7.381220554,60.0476241
Rural,Northeast,7.0,231.0,1.0,60147.0,0.18,5.393107667,51.79750696
Rural,Northeast,16.0,727.0,2.0,61409.0,0.12,5.978973071,51.59185034
Town,South,57.0,5943.0,9.0,42042.0,0.256,8.966631166,60.02884071
Suburban,Northeast,33.0,3950.0,7.0,112937.0,0.043,7.636282077,64.1355032
Suburban,Northeast,4.0,1783.0,1.0,157475.0,0.037000000000000005,7.906681817,63.04560122
Rural,Midwest,3.0,489.0,3.0,86797.0,0.06,8.900488583,60.2710852
Rural,Midwest,3.0,86.0,1.0,58250.0,0.066,9.288351844,60.05814375
Town,South,16.0,1216.0,3.0,58157.0,0.166,8.73657227,61.74165003
Rural,South,23.0,1146.0,3.0,64386.0,0.079,9.049198729,63.95863209
Urban,West,118.0,13193.0,27.0,64100.0,0.099,2.95613144,58.15589477
Suburban,South,162.0,14490.0,22.0,81883.0,0.096,7.162688271,56.95601232
Suburban,West,37.0,6716.0,6.0,96132.0,0.079,5.748100034,66.50816162
Rural,West,9.0,839.0,3.0,86970.0,0.11199999999999999,6.895198031,52.51755617
Rural,South,10.0,319.0,2.0,41447.0,0.1,8.050569032,56.38706609
Rural,Midwest,8.0,479.0,3.0,48143.0,0.18,6.39072519,55.8387832
Rural,Midwest,11.0,783.0,2.0,65071.0,0.096,5.174439541,58.98305277
Suburban,Northeast,11.0,4787.0,12.0,66296.0,0.147,8.797609831,63.83230008
Town,Midwest,43.0,1605.0,5.0,65470.0,0.067,8.36853521,59.31814067
Suburban,South,9.0,2211.0,4.0,55174.0,0.10400000000000001,7.794229065,60.26896369
Rural,West,1.0,3.0,1.0,67321.0,0.079,3.591002658,55.97931
Rural,Midwest,11.0,498.0,2.0,73885.0,0.076,7.709311949,59.34737014
Town,West,12.0,2402.0,6.0,46741.0,0.312,7.205657727,69.49881151
Rural,South,155.0,12755.0,26.0,56325.0,0.142,5.972757583,58.50189379
Rural,West,14.0,431.0,2.0,55679.0,0.122,5.514426822,48.36264
Rural,Midwest,8.0,451.0,2.0,75214.0,0.091,8.265233817,57.44158486
Rural,West,35.0,2309.0,8.0,72881.0,0.07400000000000001,5.098635073,46.70574844
Rural,South,11.0,636.0,2.0,42791.0,0.07400000000000001,8.812888026,56.76034201
Town,Midwest,29.0,2186.0,7.0,53750.0,0.132,6.176001656,54.44900327
Rural,Midwest,9.0,142.0,2.0,48438.0,0.114,4.8946734,56.27526766
Rural,Northeast,10.0,447.0,2.0,57132.0,0.107,5.974764439,51.68086771
Rural,South,86.0,3505.0,11.0,45220.0,0.152,6.869051359,57.57996563
Rural,Midwest,4.0,665.0,3.0,44315.0,0.25,5.539740976,58.35939932
Rural,South,50.0,2202.0,5.0,37694.0,0.249,7.753527627,55.79233454
Rural,West,1.0,56.0,1.0,75066.0,0.121,5.551302197,46.77024476
Rural,South,14.0,357.0,2.0,54806.0,0.111,8.331314263,63.32742341
Rural,West,17.0,593.0,2.0,80455.0,0.059000000000000004,8.362995887,54.39607394
Town,Midwest,7.0,719.0,2.0,85417.0,0.057,8.547233023,58.43985224
Rural,South,7.0,262.0,3.0,57526.0,0.147,8.722937483,60.54912898
Town,South,39.0,1701.0,6.0,32608.0,0.319,7.454014111,57.63992252
Rural,Northeast,71.0,2615.0,5.0,103142.0,0.049,6.857533248,56.01238613
Rural,South,17.0,823.0,3.0,63598.0,0.192,8.680488184,61.49933557
Rural,West,5.0,385.0,2.0,57025.0,0.127,5.56704205,52.7606838
Rural,West,3.0,38.0,1.0,53214.0,0.17300000000000001,3.919443707,60.00509331
Rural,Midwest,5.0,317.0,1.0,41532.0,0.158,4.807764487,52.39941143
Rural,Midwest,10.0,522.0,2.0,73917.0,0.073,8.148478332,61.82129604
Suburban,West,9.0,3389.0,6.0,110747.0,0.069,10.87746189,62.79843475
Suburban,South,28.0,3641.0,5.0,75565.0,0.121,10.22237741,71.98464364
Suburban,West,52.0,7742.0,15.0,67836.0,0.175,7.108023182,76.9758454
Town,South,111.0,8352.0,11.0,85274.0,0.07200000000000001,7.186095856,54.93507945
Town,Midwest,20.0,1433.0,4.0,68618.0,0.10099999999999999,9.002131858,56.51032239
Rural,West,1.0,195.0,4.0,50724.0,0.17,4.794749075,52.10973862
Rural,Midwest,10.0,1033.0,3.0,57414.0,0.07,8.835816451,59.85202787
Rural,Midwest,8.0,334.0,2.0,44167.0,0.128,5.00430928,55.17793374
Rural,South,13.0,442.0,1.0,55329.0,0.171,6.381391668,62.78235666
Rural,South,35.0,2195.0,6.0,55635.0,0.204,9.199011073,62.10321769
Rural,Midwest,5.0,204.0,2.0,77008.0,0.073,7.569699332,55.08193753
Rural,Midwest,27.0,382.0,3.0,49435.0,0.125,5.794222971,54.6441935
Rural,West,7.0,107.0,2.0,68430.0,0.024,3.293616445,55.74447691
Rural,South,69.0,3430.0,8.0,58764.0,0.162,7.814743437,56.80513323
Town,West,42.0,3534.0,10.0,59988.0,0.10800000000000001,3.969157207,43.27356785
Suburban,West,98.0,9196.0,17.0,84020.0,0.086,5.92931075,46.15444556
Rural,South,40.0,1891.0,4.0,48280.0,0.147,8.136193908,57.7856156
Suburban,Northeast,40.0,1290.0,3.0,157813.0,0.018000000000000002,7.844360968,63.70298329
Suburban,South,61.0,7208.0,13.0,80150.0,0.081,7.971189252,60.12929046
Suburban,Midwest,8.0,717.0,3.0,56338.0,0.077,8.259539116,57.15577847
Rural,South,56.0,3066.0,5.0,39904.0,0.235,9.14090396,62.0557119
Rural,Midwest,11.0,777.0,3.0,70183.0,0.066,8.2622039,56.45399558
Rural,West,5.0,133.0,3.0,79271.0,0.19899999999999998,6.365557758,54.19740087
Suburban,Northeast,17.0,1062.0,2.0,66136.0,0.16,7.115571308,55.3873492
Suburban,Northeast,60.0,2690.0,7.0,142920.0,0.03,7.817212257,65.91472403
Suburban,Northeast,141.0,7556.0,7.0,86832.0,0.095,7.044426661,60.52076112
Town,Midwest,37.0,2491.0,5.0,83299.0,0.032,7.510775643,57.65394808
Suburban,Midwest,21.0,1412.0,4.0,65500.0,0.08800000000000001,7.522957847,57.0621737
Rural,Midwest,4.0,109.0,2.0,50323.0,0.063,6.962900052,57.22301405
Town,Midwest,22.0,1461.0,3.0,45530.0,0.172,8.513495282,60.52724175
Urban,West,8.0,4522.0,12.0,155000.0,0.059000000000000004,7.156454314,58.47196102
Rural,South,31.0,2128.0,4.0,40391.0,0.245,8.705825453,56.97157375
Rural,South,10.0,437.0,2.0,53036.0,0.12300000000000001,8.805473001,58.21605609
Urban,West,184.0,28311.0,69.0,72013.0,0.121,7.11511751,49.75387213
Rural,South,6.0,243.0,1.0,71029.0,0.11699999999999999,7.349528767,62.09538
Town,Midwest,24.0,3125.0,5.0,54543.0,0.113,8.615908122,56.19565034
Rural,Midwest,3.0,126.0,1.0,73241.0,0.254,7.032461272,56.63765613
Suburban,Midwest,19.0,4593.0,7.0,86354.0,0.134,8.112754822,55.31094961
Town,South,22.0,1898.0,3.0,72590.0,0.106,8.761089622,62.86216769
Rural,South,13.0,655.0,2.0,46699.0,0.2,9.087247134,57.57980827
Suburban,West,23.0,5210.0,10.0,91472.0,0.11,7.400016913,82.1044104
Rural,Midwest,26.0,1366.0,4.0,67305.0,0.068,8.673673186,61.59445975
Urban,South,143.0,12844.0,17.0,60775.0,0.168,7.725483684,58.74488592
Rural,South,16.0,1036.0,3.0,51214.0,0.14,8.740724605,60.33135852
Town,Midwest,21.0,2040.0,4.0,46285.0,0.15,7.273677857,58.31036813
Rural,Midwest,26.0,1781.0,6.0,56796.0,0.084,8.795969963,61.06236971
Rural,Northeast,16.0,489.0,2.0,70354.0,0.076,6.659580101,55.73571112
Rural,Midwest,33.0,1391.0,8.0,57255.0,0.09300000000000001,5.435293914,54.93911535
Rural,Midwest,7.0,229.0,3.0,52375.0,0.133,6.195636451,54.99194451
Rural,West,7.0,169.0,1.0,54514.0,0.13699999999999998,6.685364297,52.7178304
Rural,Northeast,32.0,1385.0,4.0,40833.0,0.275,6.306970003,51.30336875
Rural,Midwest,17.0,970.0,3.0,73713.0,0.048,7.474025215,59.3797623
Town,Northeast,1.0,1454.0,6.0,61678.0,0.083,5.283183699,49.9617023
Rural,South,83.0,8531.0,11.0,106165.0,0.047,9.791959589,62.026289
Rural,South,30.0,2886.0,6.0,71160.0,0.086,8.78398524,62.83418376
Suburban,South,16.0,767.0,3.0,50541.0,0.11699999999999999,8.229892186,57.84004444
Suburban,Midwest,23.0,2218.0,4.0,59863.0,0.134,8.610909966,60.42176665
Rural,South,63.0,1480.0,4.0,67707.0,0.125,6.658857809,55.8469774
Rural,South,48.0,2036.0,7.0,32402.0,0.27,7.77931246,56.11892679
Rural,South,20.0,836.0,3.0,44078.0,0.175,8.688793409,60.5266317
Town,Midwest,30.0,2593.0,7.0,50340.0,0.128,8.500090007,57.2123398
Rural,Northeast,5.0,208.0,2.0,43864.0,0.107,4.578966,48.07899
Rural,South,38.0,953.0,3.0,32989.0,0.244,9.062353407,57.92624944
Rural,South,30.0,1776.0,6.0,59049.0,0.13699999999999998,8.322916693,58.1828139
Suburban,South,210.0,18661.0,22.0,64767.0,0.136,9.909279319,68.43416848
Urban,West,98.0,11206.0,19.0,87941.0,0.062,5.538288162,45.85335002
Town,South,24.0,1610.0,4.0,61685.0,0.091,8.889733934,61.62108794
Rural,West,4.0,276.0,4.0,51419.0,0.1,5.19405846,48.55241138
Town,Midwest,17.0,1684.0,5.0,59609.0,0.111,9.008115367,60.73270699
Suburban,Midwest,36.0,2307.0,3.0,68281.0,0.076,8.996543103,63.6777001
Suburban,Midwest,1.0,2788.0,10.0,64878.0,0.10800000000000001,7.438703979,59.18843822
Rural,Northeast,2.0,141.0,1.0,59821.0,0.08900000000000001,4.037102603,56.20542
Town,Midwest,2.0,542.0,3.0,52113.0,0.122,4.441877706,53.87732915
Suburban,Northeast,4.0,1664.0,3.0,169000.0,0.022000000000000002,7.222496934,67.65590924
Rural,Midwest,18.0,547.0,2.0,48750.0,0.109,7.561919775,58.47631979
Urban,South,834.0,80651.0,161.0,66047.0,0.14300000000000002,8.276697413,60.50363202
Urban,Northeast,65.0,26647.0,39.0,81390.0,0.161,8.790013117,63.23967966
