1p. Locale broad type (name),1q. Census Region,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration,5b. Percent non-white and/or Hispanic,0a. Has committed ESBs?
Rural,West,Yes,16.0,99.0,2.0,66071.0,0.053,7.621280231,53.72768425,0.07836138,0.0
Rural,West,Yes,8.0,356.0,4.0,50417.0,0.13699999999999998,7.981656251,51.53274802,0.15443832,0.0
Rural,West,No,16.0,42.0,1.0,109167.0,0.02,5.452938849,51.67064,0.152025672,0.0
Rural,West,Yes,9.0,446.0,2.0,65329.0,0.094,5.126478782,48.37916456,0.12627193,0.0
Rural,West,Yes,15.0,615.0,5.0,66927.0,0.14400000000000002,7.719095312,54.49294933,0.099407425,0.0
Town,West,No,11.0,393.0,4.0,68507.0,0.08800000000000001,6.624146767,54.10636,0.172083648,0.0
Rural,West,No,32.0,2774.0,7.0,60657.0,0.138,8.321535445,55.10629616,0.09726577,0.0
Suburban,West,No,21.0,1402.0,3.0,119190.0,0.025,6.367840336,53.23013862,0.261580464,0.0
Rural,West,Yes,4.0,16.0,1.0,80000.0,0.13699999999999998,7.918811781,55.56763,0.159728945,0.0
Urban,West,No,49.0,3670.0,9.0,56821.0,0.126,9.257885957,55.81212645,0.144530804,0.0
Suburban,West,No,52.0,6032.0,12.0,72820.0,0.08,6.88669669,51.52511504,0.348293702,0.0
Rural,West,Yes,4.0,82.0,2.0,120348.0,0.065,5.238021611,51.53984772,0.117164309,0.0
Town,West,No,33.0,1944.0,9.0,97683.0,0.067,5.332784531,54.52072609,0.177248076,0.0
Suburban,West,No,188.0,20459.0,39.0,92258.0,0.081,7.483405017,46.36875915,0.390242747,0.0
Town,West,No,41.0,3238.0,8.0,57867.0,0.19,6.558222386,52.22781523,0.194113244,0.0
Rural,West,Yes,9.0,86.0,1.0,50625.0,0.064,7.792747931,53.86558396,0.145605871,0.0
Rural,West,Yes,7.0,337.0,2.0,73456.0,0.09,5.673219154,50.8334136,0.173867308,0.0
Town,West,No,35.0,2807.0,8.0,70726.0,0.11900000000000001,8.06213031,51.97488833,0.31228773,0.0
Rural,West,Yes,1.0,53.0,1.0,65179.0,0.168,5.896466739,50.21611242,0.149740709,0.0
Urban,West,No,287.0,22591.0,39.0,76065.0,0.10400000000000001,7.436834642,54.99243932,0.285340014,0.0
Rural,West,Yes,3.0,38.0,1.0,49167.0,0.188,7.455657815,50.49185289,0.102465845,0.0
Suburban,West,No,153.0,21606.0,46.0,77903.0,0.11199999999999999,6.894333621,50.26508394,0.562003381,0.0
Suburban,West,Yes,50.0,4651.0,13.0,78424.0,0.1,6.316614344,44.94381108,0.236327707,0.0
Suburban,West,No,41.0,3893.0,7.0,82126.0,0.09300000000000001,6.950728982,51.24955244,0.405674414,0.0
Suburban,West,No,20.0,871.0,3.0,78427.0,0.131,9.849160875,58.15490299,0.242202455,0.0
Rural,West,Yes,17.0,878.0,3.0,129421.0,0.038,8.793438337,54.77163096,0.105831533,0.0
Rural,West,Yes,13.0,121.0,3.0,61250.0,0.19899999999999998,8.04694937,53.39292,0.096250369,0.0
Rural,West,Yes,4.0,64.0,2.0,57250.0,0.069,6.182420716,52.54016742,0.209242732,0.0
Town,West,No,17.0,2976.0,5.0,45667.0,0.207,6.649656912,52.85479116,0.130131453,0.0
Rural,West,Yes,18.0,771.0,3.0,57306.0,0.17,7.273750475,50.88938927,0.438196801,0.0
Town,West,No,32.0,3618.0,7.0,55044.0,0.142,8.616994046,53.50646911,0.773693252,0.0
Town,West,Yes,12.0,1501.0,3.0,52176.0,0.203,8.34850179,52.91728863,0.655313165,0.0
Town,West,No,36.0,2326.0,6.0,88634.0,0.09699999999999999,5.81643842,48.42469234,0.131626325,0.0
Rural,West,Yes,4.0,241.0,1.0,80882.0,0.045,5.324941075,46.73573214,0.154936461,0.0
Rural,West,Yes,3.0,38.0,1.0,62314.0,0.22699999999999998,8.453838982,54.83226208,0.264507349,0.0
Rural,West,Yes,5.0,176.0,1.0,77857.0,0.06,5.918621671,52.24995692,0.084500328,0.0
Suburban,West,No,17.0,577.0,1.0,103047.0,0.052000000000000005,5.919611726,46.98118,0.185687433,0.0
Rural,West,Yes,10.0,133.0,2.0,43594.0,0.153,7.691637606,53.86096389,0.092311106,0.0
Rural,West,Yes,11.0,164.0,3.0,56300.0,0.078,7.303853294,50.81717118,0.358498103,0.0
Rural,West,No,14.0,1094.0,4.0,65096.0,0.165,7.284214725,52.53585531,0.277983224,0.0
Rural,West,No,22.0,2000.0,3.0,118517.0,0.037000000000000005,6.696508356,54.52664887,0.172600195,0.0
Rural,West,Yes,12.0,346.0,1.0,57651.0,0.16699999999999998,5.005822448,46.67499926,0.16820063,0.0
Town,West,No,16.0,1640.0,6.0,47106.0,0.134,5.001396238,45.57677048,0.210243269,0.0
Rural,West,Yes,4.0,21.0,1.0,56250.0,0.182,5.071800114,49.86738041,0.172270364,0.0
Rural,West,Yes,5.0,56.0,1.0,57917.0,0.059000000000000004,9.080074033,55.29266688,0.511477181,0.0
Rural,West,No,16.0,1151.0,3.0,96146.0,0.075,5.891487899,51.26912304,0.160851284,0.0
Rural,West,Yes,4.0,30.0,1.0,36905.0,0.174,6.774477397,51.05799,0.754343919,0.0
Urban,West,No,142.0,19311.0,33.0,69394.0,0.132,9.927257855,58.0429186,0.327923051,0.0
Rural,West,Yes,23.0,1125.0,5.0,49295.0,0.11199999999999999,6.987897093,50.15318427,0.1096714,0.0
Town,West,No,16.0,1372.0,3.0,68426.0,0.107,9.040054905,55.85356333,0.290841639,0.0
Rural,West,Yes,11.0,613.0,4.0,75000.0,0.067,6.911424577,52.53937753,0.166400638,0.0
Rural,West,Yes,5.0,103.0,1.0,41100.0,0.109,6.625034507,52.90078946,0.120025349,0.0
Town,West,Yes,17.0,536.0,3.0,75430.0,0.124,5.841166965,45.03254713,0.220098358,0.0
Rural,West,Yes,9.0,72.0,2.0,40000.0,0.13,7.766009159,54.05979066,0.161382536,0.0
Rural,West,No,16.0,1769.0,4.0,103208.0,0.052000000000000005,6.335970678,52.43814733,0.100550163,0.0
Suburban,West,No,96.0,9687.0,15.0,103619.0,0.055999999999999994,7.182143238,47.37946625,0.239781177,0.0
Rural,West,Yes,4.0,28.0,1.0,50000.0,0.32299999999999995,7.915067995,54.21921229,0.170788159,0.0
Rural,West,Yes,23.0,219.0,3.0,64821.0,0.161,8.407923854,54.56101834,0.374939133,0.0
Urban,West,No,55.0,6311.0,18.0,54212.0,0.136,6.140485181,51.11983662,0.196901782,0.0
Suburban,West,No,41.0,3111.0,9.0,138659.0,0.025,6.2218983,49.68670136,0.209011264,0.0
Rural,West,Yes,8.0,212.0,3.0,58425.0,0.179,6.103600676,52.50065147,0.20329277,0.0
Town,West,No,30.0,3542.0,8.0,80042.0,0.09,6.295407403,46.25769662,0.212865052,0.0
Rural,West,No,10.0,771.0,3.0,66667.0,0.177,7.236746681,52.79902422,0.748298313,0.0
Rural,West,Yes,6.0,103.0,1.0,58056.0,0.158,7.139214957,50.46098563,0.480679096,0.0
Town,West,No,14.0,615.0,3.0,54625.0,0.067,5.806206691,50.26232854,0.342693354,0.0
Rural,West,Yes,10.0,531.0,4.0,52692.0,0.17,7.709223577,54.35014891,0.187135984,0.0
Suburban,West,Yes,103.0,10196.0,24.0,89998.0,0.076,7.123267437,47.0439505,0.272605004,0.0
Rural,West,Yes,7.0,332.0,1.0,62574.0,0.12300000000000001,5.477817398,46.5443058,0.188987478,0.0
Town,West,No,34.0,1897.0,4.0,79018.0,0.049,8.287314115,54.57521565,0.232344838,0.0
Rural,West,No,24.0,1816.0,6.0,80869.0,0.086,5.804495191,45.56488511,0.258766427,0.0
Rural,West,Yes,16.0,756.0,4.0,62436.0,0.083,5.810095866,49.5937252,0.358176867,0.0
Rural,West,Yes,2.0,67.0,2.0,60625.0,0.17600000000000002,5.751146803,52.75653988,0.105002067,0.0
Suburban,West,No,67.0,5734.0,12.0,109963.0,0.055,6.684418462,48.27675793,0.248809688,0.0
Town,West,No,17.0,1430.0,3.0,67373.0,0.085,5.00874102,46.15393513,0.128255882,0.0
Rural,West,Yes,8.0,459.0,2.0,41612.0,0.221,4.975999644,52.54077618,0.169195751,0.0
Town,West,No,85.0,8686.0,20.0,64449.0,0.114,8.793256213,52.96843485,0.405492911,0.0
Rural,West,Yes,12.0,590.0,3.0,49646.0,0.125,5.169965652,52.35914631,0.163584547,0.0
Rural,West,Yes,16.0,889.0,3.0,57825.0,0.225,7.28743941,52.48990071,0.636103896,0.0
Rural,West,No,36.0,1692.0,7.0,68733.0,0.14800000000000002,5.227066633,46.71098775,0.186136643,0.0
Rural,West,No,1.0,68.0,1.0,72321.0,0.057,6.030596956,55.2197778,0.177353725,0.0
Suburban,West,No,30.0,3334.0,5.0,73673.0,0.106,8.634215189,53.13912,0.411610111,0.0
Urban,West,No,57.0,6545.0,14.0,65919.0,0.15,5.75036015,45.53891809,0.359499059,0.0
Suburban,West,No,114.0,15131.0,25.0,79721.0,0.08900000000000001,7.552356901,46.62836243,0.459810851,0.0
Rural,West,No,8.0,814.0,2.0,77875.0,0.06,5.932201797,50.74694642,0.143994211,0.0
Rural,West,Yes,8.0,316.0,2.0,51787.0,0.034,5.309949312,47.17313172,0.168477207,0.0
Rural,West,Yes,5.0,131.0,1.0,32232.0,0.27899999999999997,6.757069751,49.95735348,0.707969432,0.0
Town,West,Yes,24.0,1091.0,5.0,65083.0,0.11199999999999999,8.353345425,52.77057747,0.134801489,0.0
Town,West,No,22.0,1435.0,5.0,87066.0,0.043,8.426002929,55.16694555,0.117806312,0.0
Rural,West,Yes,27.0,1912.0,7.0,68656.0,0.099,5.215765094,47.10222276,0.200078476,0.0
Suburban,West,Yes,6.0,577.0,1.0,50139.0,0.16399999999999998,8.358862582,52.84804282,0.564151966,1.0
Rural,West,No,35.0,2037.0,9.0,70430.0,0.114,9.197397803,55.4815834,0.51919779,0.0
Rural,West,No,35.0,2309.0,8.0,72881.0,0.07400000000000001,5.098635073,46.70574844,0.185605007,0.0
Rural,West,Yes,3.0,75.0,1.0,66719.0,0.213,5.267987672,46.35897576,0.224992185,0.0
Suburban,West,No,43.0,5619.0,8.0,84076.0,0.078,7.069217562,48.93478431,0.361229336,1.0
Rural,West,Yes,8.0,147.0,2.0,56458.0,0.084,7.865389735,53.64072465,0.095778547,0.0
Rural,West,Yes,6.0,341.0,4.0,58125.0,0.152,5.629887208,47.09355149,0.176463232,0.0
Rural,West,Yes,25.0,1033.0,6.0,51871.0,0.14800000000000002,5.157561855,45.96145805,0.159517751,0.0
Rural,West,Yes,15.0,582.0,3.0,54575.0,0.158,5.191621431,45.74015422,0.2413931,0.0
Rural,West,Yes,12.0,236.0,2.0,56114.0,0.102,8.014435472,53.5223349,0.169773337,0.0
Town,West,Yes,12.0,1065.0,6.0,53411.0,0.222,6.390407551,49.51073822,0.407983364,0.0
Town,West,Yes,19.0,5834.0,8.0,49420.0,0.228,6.226360074,49.6278586,0.327473154,0.0
Rural,West,Yes,14.0,868.0,3.0,63591.0,0.109,5.370646746,52.47902455,0.140204574,0.0
Rural,West,Yes,3.0,46.0,1.0,26667.0,0.31,7.353047044,49.78635233,0.123014985,0.0
Rural,West,No,1.0,74.0,1.0,116667.0,0.081,9.189816149,56.05492797,0.1427885,0.0
Rural,West,Yes,6.0,41.0,1.0,60152.0,0.064,6.587078338,50.17016481,0.099840619,0.0
Rural,West,Yes,8.0,139.0,1.0,62167.0,0.12300000000000001,7.124684614,50.65574055,0.361325611,0.0
Rural,West,Yes,8.0,530.0,2.0,39603.0,0.29600000000000004,5.986659288,49.89923,0.27458256,0.0
Suburban,West,No,27.0,2748.0,7.0,94196.0,0.07200000000000001,5.856884486,54.78751043,0.186445408,0.0
Town,West,No,44.0,4751.0,9.0,54420.0,0.221,9.076567994,54.59691048,0.717687456,0.0
Rural,West,Yes,4.0,26.0,1.0,52813.0,0.287,7.024022343,51.63805892,0.33135187,0.0
Rural,West,Yes,16.0,166.0,3.0,87083.0,0.03,8.10304363,53.20827292,0.215748984,0.0
Rural,West,Yes,8.0,269.0,3.0,70646.0,0.134,6.099595302,49.66898054,0.444282405,0.0
Rural,West,Yes,10.0,142.0,1.0,84861.0,0.059000000000000004,9.346291233,56.76756,0.528907923,0.0
Rural,West,Yes,9.0,271.0,2.0,58859.0,0.131,5.640786194,48.13645445,0.123980163,0.0
Suburban,West,No,101.0,8969.0,18.0,107868.0,0.037000000000000005,6.469664395,47.6171952,0.183520444,0.0
Rural,West,Yes,9.0,351.0,2.0,50521.0,0.094,6.676309461,53.95256309,0.14118777,0.0
Town,West,Yes,42.0,3534.0,10.0,59988.0,0.10800000000000001,3.969157207,43.27356785,0.168754041,0.0
Town,West,No,15.0,1206.0,4.0,57116.0,0.14300000000000002,5.236160252,45.55108905,0.110569523,0.0
Rural,West,Yes,10.0,261.0,4.0,67143.0,0.086,7.7870607,55.4379648,0.27256695,0.0
Town,West,No,35.0,2414.0,6.0,63585.0,0.09699999999999999,8.59474688,54.57162905,0.430324102,0.0
Rural,West,Yes,12.0,1079.0,4.0,56731.0,0.055,7.449472083,52.61645287,0.074199478,1.0
Suburban,West,No,168.0,23104.0,37.0,91788.0,0.06,6.725292137,52.66803377,0.325593844,0.0
Rural,West,Yes,8.0,726.0,2.0,62188.0,0.08900000000000001,4.715240065,46.2844836,0.155741552,0.0
Town,West,Yes,18.0,2473.0,6.0,43968.0,0.268,3.955124929,46.71044601,0.282024407,0.0
Town,West,No,40.0,3083.0,9.0,68111.0,0.14300000000000002,7.957617108,52.27981663,0.557135399,0.0
Rural,West,Yes,10.0,931.0,3.0,81008.0,0.11199999999999999,6.261998064,50.67603716,0.185013752,0.0
Rural,West,No,12.0,483.0,3.0,61619.0,0.158,5.179131617,46.20509212,0.228747358,0.0
Urban,West,No,81.0,13948.0,23.0,90653.0,0.07200000000000001,9.641803962,57.1166191,0.23886933,0.0
Rural,West,No,16.0,3987.0,7.0,98425.0,0.042,7.001207286,52.94028762,0.171153967,0.0
Rural,West,Yes,16.0,362.0,3.0,56354.0,0.08800000000000001,7.984416477,54.35835211,0.18757499,0.0
Rural,West,Yes,37.0,1605.0,5.0,64329.0,0.094,8.773792406,55.47152934,0.093967167,0.0
Rural,West,No,38.0,2150.0,6.0,83638.0,0.121,6.087694081,48.3302984,0.217414557,0.0
Rural,West,Yes,3.0,25.0,1.0,39063.0,0.276,6.683578822,52.79142,0.247074122,0.0
Rural,West,Yes,7.0,173.0,1.0,53846.0,0.11699999999999999,7.943657808,53.69441234,0.093320332,0.0
Rural,West,Yes,24.0,1763.0,4.0,61250.0,0.22399999999999998,8.674379568,53.34502165,0.70508785,0.0
Rural,West,Yes,8.0,782.0,5.0,74364.0,0.10400000000000001,5.67316619,43.13494212,0.141690009,0.0
Town,West,No,16.0,52.0,1.0,54286.0,0.11900000000000001,5.039922728,46.25678912,0.098021848,0.0
Suburban,West,No,46.0,4593.0,13.0,74500.0,0.095,5.321695704,46.01809942,0.253051172,0.0
Suburban,West,No,30.0,3832.0,10.0,68955.0,0.098,7.726747031,52.94707179,0.265973742,0.0
Urban,West,No,160.0,22003.0,43.0,73049.0,0.114,7.621334324,53.98655505,0.262192653,1.0
Town,West,No,34.0,2602.0,6.0,62088.0,0.105,4.475014732,45.88698617,0.138840811,0.0
Rural,West,Yes,16.0,9.0,1.0,67344.0,0.059000000000000004,5.609753151,43.57336,0.111580217,0.0
Town,West,No,59.0,4540.0,10.0,64602.0,0.18899999999999997,5.342571128,46.64984466,0.244520948,0.0
Rural,West,Yes,3.0,40.0,2.0,67292.0,0.07,4.697539011,50.87748059,0.081610044,0.0
Rural,West,Yes,11.0,515.0,3.0,58864.0,0.092,8.029314092,51.79831691,0.29669649,0.0
Town,West,No,12.0,576.0,4.0,50855.0,0.155,5.170157034,46.1460324,0.244256348,0.0
Suburban,West,Yes,19.0,2715.0,8.0,67407.0,0.124,6.89834376,47.87597681,0.692870526,0.0
Suburban,West,No,98.0,9196.0,17.0,84020.0,0.086,5.92931075,46.15444556,0.225242928,0.0
Town,West,No,2.0,195.0,1.0,66250.0,0.08800000000000001,5.574720114,46.68297718,0.285523916,0.0
Rural,West,Yes,6.0,67.0,2.0,65313.0,0.094,7.909300833,54.26010244,0.136499036,0.0
Rural,West,Yes,15.0,148.0,2.0,62829.0,0.099,7.905737719,53.73747258,0.094022989,0.0
Town,West,No,63.0,4812.0,11.0,90036.0,0.075,6.491569055,45.78660025,0.124541571,0.0
Rural,West,Yes,4.0,0.0,1.0,153083.0,0.032,8.579890959,55.65948,0.364134691,0.0
Rural,West,Yes,3.0,185.0,2.0,48229.0,0.22699999999999998,6.624146767,54.10636,0.172083648,0.0
Rural,West,Yes,16.0,10.0,1.0,41250.0,0.0,4.784930712,50.26526,0.259173247,0.0
Suburban,West,No,50.0,3098.0,9.0,94862.0,0.087,6.932816313,48.84451536,0.380056805,0.0
Rural,West,Yes,3.0,35.0,1.0,43125.0,0.095,7.948139317,53.41466953,0.103568827,0.0
Rural,West,Yes,13.0,843.0,6.0,71440.0,0.10400000000000001,5.635349294,53.86126275,0.145577549,0.0
Rural,West,Yes,3.0,81.0,1.0,57083.0,0.124,7.291712595,51.09267306,0.058608801,0.0
Suburban,West,No,74.0,10414.0,15.0,103486.0,0.037000000000000005,6.332916562,53.73530531,0.207446239,0.0
Rural,West,Yes,4.0,168.0,2.0,42188.0,0.25,4.436839945,45.69695,0.849118943,0.0
Suburban,West,No,89.0,9112.0,10.0,123525.0,0.05,5.830003405,52.32581551,0.244329877,0.0
Rural,West,Yes,26.0,1287.0,4.0,84974.0,0.107,6.266865919,49.42712643,0.200689039,0.0
Rural,West,Yes,4.0,257.0,1.0,77417.0,0.113,5.782089414,51.90261379,0.151305494,0.0
Rural,West,Yes,12.0,843.0,4.0,74464.0,0.079,5.761668427,51.34619524,0.157034632,0.0
Rural,West,Yes,6.0,204.0,1.0,72404.0,0.07200000000000001,8.194044687,55.90398538,0.307733004,0.0
Rural,West,Yes,14.0,690.0,2.0,74792.0,0.052000000000000005,5.707190854,51.2671574,0.123723373,0.0
Rural,West,Yes,7.0,199.0,2.0,74141.0,0.147,5.932253232,52.25690161,0.271127776,0.0
Urban,West,No,77.0,6461.0,15.0,81500.0,0.073,6.408461661,48.50657131,0.226475783,0.0
Rural,West,No,19.0,1539.0,5.0,94123.0,0.09,6.739820828,47.85861924,0.107385633,0.0
Rural,West,Yes,14.0,431.0,2.0,55679.0,0.122,5.514426822,48.36264,0.176995198,0.0
Rural,West,No,21.0,2536.0,8.0,62778.0,0.142,8.407075365,53.29065465,0.700341588,0.0
Rural,West,Yes,8.0,300.0,3.0,59600.0,0.133,7.7870607,55.4379648,0.27256695,0.0
Town,West,No,13.0,902.0,3.0,46947.0,0.15,8.75712841,53.84605832,0.464155142,0.0
Suburban,West,No,51.0,2865.0,9.0,97961.0,0.113,6.59110807,55.55925149,0.147766247,0.0
Rural,West,Yes,6.0,73.0,1.0,54107.0,0.187,8.013885866,54.60737863,0.261148978,0.0
Rural,West,Yes,11.0,232.0,2.0,66404.0,0.057,7.139214957,50.46098563,0.480679096,0.0
Rural,West,Yes,9.0,389.0,4.0,36400.0,0.336,7.698853159,54.76133708,0.251497614,0.0
Urban,West,No,40.0,7347.0,19.0,64901.0,0.11800000000000001,6.45449654,51.56043098,0.367936696,0.0
Urban,West,No,45.0,5490.0,16.0,73228.0,0.08199999999999999,7.907151738,52.6544049,0.330624692,0.0
Rural,West,Yes,15.0,347.0,2.0,44375.0,0.11800000000000001,4.890691968,52.57367442,0.158146168,0.0
Suburban,West,No,50.0,4408.0,10.0,106806.0,0.053,5.645773732,54.87821985,0.160583618,0.0
Rural,West,No,20.0,1114.0,5.0,76275.0,0.085,6.034106112,52.48467493,0.204309237,0.0
Rural,West,Yes,16.0,217.0,2.0,70469.0,0.04,7.589421671,52.30905,0.096085409,0.0
Rural,West,Yes,17.0,344.0,2.0,64479.0,0.105,5.179131617,46.20509212,0.228747358,0.0
Urban,West,No,44.0,5599.0,16.0,58653.0,0.11900000000000001,7.752387728,55.40758208,0.293768498,1.0
Rural,West,Yes,16.0,858.0,4.0,71629.0,0.109,5.927891074,50.37431947,0.149647007,0.0
Rural,West,Yes,5.0,157.0,1.0,81667.0,0.09699999999999999,4.809401517,45.85563764,0.119188139,0.0
Rural,West,Yes,4.0,68.0,1.0,36979.0,0.233,6.578191041,52.9883,0.111339265,0.0
Town,West,Yes,39.0,3195.0,11.0,56942.0,0.193,8.398795871,52.79824439,0.683548208,1.0
Rural,West,Yes,65.0,5668.0,10.0,83205.0,0.08,6.292567362,51.58023596,0.23064374,0.0
Town,West,No,10.0,1299.0,4.0,72629.0,0.13699999999999998,8.564500712,53.05664458,0.600565494,0.0
Urban,West,No,33.0,3483.0,13.0,70805.0,0.081,9.1170989,55.63782417,0.112961606,1.0
Suburban,West,Yes,16.0,591.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,23.0,516.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,Yes,16.0,158.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,128.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,131.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,3.0,98.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,277.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,Yes,11.0,128.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,5.0,115.0,2.0,32188.0,0.195,7.87240513,52.49040365,0.151055253,1.0
Town,West,No,130.0,2432.0,7.0,80867.0,0.128,5.956429442,51.61151349,0.141313201,1.0
Urban,West,Yes,79.0,15553.0,29.0,46791.0,0.20800000000000002,8.627740481,52.99995501,0.54373307,1.0
Rural,South,Yes,57.0,3188.0,13.0,50598.0,0.17800000000000002,7.265783801,57.68224352,0.025522462,1.0
Urban,South,No,141.0,11473.0,26.0,43779.0,0.212,8.210416064,57.50477446,0.104013866,1.0
Rural,South,Yes,19.0,864.0,4.0,37428.0,0.284,7.311611297,55.63846116,0.013707165,1.0
Rural,South,Yes,43.0,1632.0,6.0,37197.0,0.263,6.955775896,56.72306036,0.006849315,1.0
Town,South,No,34.0,1615.0,5.0,47224.0,0.121,6.045141459,54.84594028,0.037964386,1.0
Town,South,No,110.0,9920.0,26.0,54124.0,0.152,7.33293468,56.1414956,0.066261967,1.0
Suburban,South,No,205.0,23864.0,67.0,50574.0,0.16399999999999998,7.916610943,58.96793455,0.128225421,1.0
Rural,South,No,44.0,2403.0,6.0,45345.0,0.172,6.962717045,54.74781465,0.058351998,1.0
Rural,South,Yes,60.0,2537.0,10.0,30127.0,0.289,6.809697191,57.38074762,0.112651288,1.0
Rural,South,No,73.0,4023.0,14.0,57345.0,0.121,6.510224129,54.8350272,0.069772601,1.0
Urban,South,No,139.0,11297.0,18.0,56466.0,0.193,7.256988041,57.84600949,0.125663466,1.0
Town,South,No,60.0,3638.0,14.0,47343.0,0.152,6.040019365,55.00331343,0.081634103,1.0
Rural,South,No,16.0,702.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,32.0,1318.0,4.0,41077.0,0.226,6.830606853,58.18559292,0.080659794,1.0
Rural,South,Yes,43.0,2157.0,7.0,42260.0,0.20800000000000002,6.530839976,55.07189768,0.069807692,0.0
Urban,South,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,South,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,South,No,314.0,19856.0,32.0,68101.0,0.107,7.920758704,55.63127414,0.173053296,0.0
Suburban,South,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,321.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,217.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,South,No,16.0,398.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,27.0,1726.0,8.0,42519.0,0.183,6.737275752,55.12791596,0.093056212,0.0
Rural,South,No,45.0,2479.0,7.0,51210.0,0.11800000000000001,8.767208137,57.83766738,0.058266602,0.0
Rural,South,Yes,27.0,1119.0,4.0,58750.0,0.152,7.418946698,56.22332812,0.040484298,0.0
Suburban,South,Yes,100.0,5613.0,12.0,45988.0,0.21,7.054329721,57.77054364,0.078210249,0.0
Town,South,No,22.0,792.0,2.0,45870.0,0.11800000000000001,7.164238688,54.6529677,0.197844598,0.0
Rural,South,Yes,91.0,4702.0,15.0,41694.0,0.18899999999999997,6.53358347,57.5950582,0.087008737,1.0
Rural,South,Yes,72.0,2801.0,8.0,50890.0,0.179,6.662688715,54.43331941,0.053028345,1.0
Urban,South,No,59.0,3497.0,9.0,52062.0,0.141,8.977421242,58.26662493,0.068165486,0.0
Rural,South,No,42.0,2194.0,6.0,46592.0,0.183,6.292725472,54.77259588,0.09972668,1.0
Urban,South,No,16.0,519.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,No,78.0,4135.0,13.0,53165.0,0.18100000000000002,7.946499401,57.7319797,0.035129056,1.0
Rural,South,No,119.0,8389.0,16.0,86711.0,0.09699999999999999,7.817481611,57.12331546,0.179764346,1.0
Rural,South,Yes,70.0,2942.0,8.0,46683.0,0.20600000000000002,7.669844833,57.45773925,0.029527273,0.0
Town,South,Yes,81.0,5190.0,18.0,38493.0,0.257,7.204899826,57.17329295,0.041084609,0.0
Town,South,No,99.0,7406.0,21.0,55094.0,0.146,7.386296921,57.11433556,0.078284983,0.0
Suburban,South,No,82.0,4239.0,13.0,52371.0,0.145,8.074567504,56.69872188,0.042968877,0.0
Town,South,Yes,74.0,3788.0,12.0,49957.0,0.165,8.168591977,57.73792138,0.04090856,0.0
Town,South,Yes,118.0,8686.0,25.0,43293.0,0.18899999999999997,6.878583802,57.7667245,0.104120751,0.0
Rural,South,Yes,75.0,3719.0,10.0,35349.0,0.282,7.219807947,56.9217371,0.04298728,1.0
Rural,South,Yes,42.0,1651.0,5.0,47417.0,0.14400000000000002,6.76740003,58.23785255,0.042026897,0.0
Rural,South,Yes,42.0,2183.0,7.0,56616.0,0.08,7.41478143,54.3769212,0.059437704,0.0
